Date,Price,P/S,P/B,P/E,P/FCF,P/EBITDA,EV/EBITDA,EV/B,EV/FCF,LTDebt/EV
10/29/2019,16.87,2.0605,2.8224,46.9541,15.86,15.4524,14.7253,2.8443,13.8925,3.7413
10/30/2019,16.85,2.0581,2.819,46.8984,15.8412,15.4341,14.708,2.841,13.8762,3.7457
10/31/2019,16.905,2.0648,2.8282,47.0515,15.8929,15.4845,14.7557,2.8502,13.9211,3.7336
11/1/2019,16.99,2.0752,2.8424,47.2881,15.9728,15.5624,14.8293,2.8644,13.9906,3.7151
11/4/2019,17.25,2.1069,2.8859,48.0118,16.2172,15.8005,15.0545,2.9079,14.203,3.6595
11/5/2019,16.83,2.0556,2.8157,46.8428,15.8224,15.4158,14.6907,2.8376,13.8598,3.7501
11/6/2019,16.94,2.0691,2.8341,47.1489,15.9258,15.5166,14.786,2.856,13.9497,3.726
11/7/2019,17.32,2.1155,2.8976,48.2066,16.283,15.8646,15.1151,2.9196,14.2602,3.6448
11/8/2019,17.43,2.1289,2.9161,48.5127,16.3865,15.9654,15.2104,2.938,14.3501,3.622
11/11/2019,17.21,2.102,2.8792,47.9004,16.1796,15.7639,15.0198,2.9012,14.1703,3.668
11/12/2019,16.86,2.0593,2.8207,46.9263,15.8506,15.4433,14.7167,2.8427,13.8844,3.7435
11/13/2019,16.89,2.063,2.8257,47.0098,15.8788,15.4708,14.7427,2.8477,13.9089,3.7369
11/14/2019,16.84,2.0569,2.8173,46.8706,15.8318,15.425,14.6994,2.8393,13.868,3.7479
11/15/2019,16.98,2.074,2.8408,47.2603,15.9634,15.5532,14.8206,2.8627,13.9824,3.7173
11/18/2019,16.795,2.0514,2.8098,46.7454,15.7895,15.3837,14.6604,2.8318,13.8312,3.7579
11/19/2019,16.77,2.0483,2.8056,46.6758,15.766,15.3608,14.6387,2.8276,13.8108,3.7634
11/20/2019,16.96,2.0715,2.8374,47.2046,15.9446,15.5349,14.8033,2.8594,13.9661,3.7216
11/21/2019,17.35,2.1191,2.9027,48.2901,16.3113,15.8921,15.1411,2.9246,14.2847,3.6386
11/22/2019,17.47,2.1338,2.9227,48.6241,16.4241,16.002,15.245,2.9447,14.3828,3.6138
11/25/2019,17.835,2.1784,2.9838,49.64,16.7672,16.3364,15.5611,3.0058,14.681,3.5404
11/26/2019,17.86,2.1814,2.988,49.7096,16.7907,16.3593,15.5828,3.01,14.7015,3.5354
11/27/2019,17.86,2.1814,2.988,49.7096,16.7907,16.3593,15.5828,3.01,14.7015,3.5354
11/29/2019,18.42,2.2498,3.0817,51.2682,17.3172,16.8722,16.0678,3.1036,15.159,3.4287
12/2/2019,17.67,2.1582,2.9562,49.1807,16.6121,16.1852,15.4182,2.9782,14.5462,3.5732
12/3/2019,17.66,2.157,2.9545,49.1529,16.6027,16.1761,15.4096,2.9765,14.538,3.5752
12/4/2019,17.8,2.1741,2.978,49.5426,16.7343,16.3043,15.5308,2.9999,14.6524,3.5473
12/5/2019,17.69,2.1607,2.9595,49.2364,16.6309,16.2035,15.4355,2.9815,14.5626,3.5692
12/6/2019,17.905,2.1869,2.9955,49.8348,16.833,16.4005,15.6218,3.0175,14.7382,3.5266
12/9/2019,18.13,2.2144,3.0332,50.4611,17.0446,16.6066,15.8166,3.0551,14.9221,3.4832
12/10/2019,18.11,2.212,3.0298,50.4054,17.0258,16.5882,15.7993,3.0518,14.9057,3.487
12/11/2019,18.14,2.2156,3.0348,50.4889,17.054,16.6157,15.8253,3.0568,14.9303,3.4813
12/12/2019,16.81,2.0532,2.8123,46.7871,15.8036,15.3975,14.6734,2.8343,13.8435,3.7546
12/13/2019,14.77,1.804,2.471,41.1092,13.8857,13.5289,12.9065,2.493,12.1766,4.2685
12/16/2019,14.89,1.8187,2.4911,41.4432,13.9985,13.6388,13.0105,2.5131,12.2747,4.2344
12/17/2019,14.74,1.8004,2.466,41.0257,13.8575,13.5014,12.8806,2.488,12.1521,4.2771
12/18/2019,15.095,1.8437,2.5254,42.0138,14.1913,13.8266,13.188,2.5474,12.4422,4.1774
12/19/2019,15.27,1.8651,2.5547,42.5008,14.3558,13.9869,13.3396,2.5767,12.5852,4.13
12/20/2019,15.6,1.9054,2.6099,43.4193,14.666,14.2892,13.6254,2.6319,12.8548,4.0433
12/23/2019,16.055,1.961,2.686,44.6857,15.0938,14.7059,14.0195,2.708,13.2266,3.9297
12/24/2019,16.1,1.9665,2.6935,44.811,15.1361,14.7471,14.0585,2.7155,13.2634,3.9188
12/26/2019,16.31,1.9921,2.7287,45.3955,15.3335,14.9395,14.2403,2.7507,13.4349,3.8687
12/27/2019,16.29,1.9897,2.7253,45.3398,15.3147,14.9212,14.223,2.7473,13.4186,3.8734
12/30/2019,15.86,1.9372,2.6534,44.143,14.9105,14.5273,13.8506,2.6754,13.0672,3.9776
12/31/2019,16.07,1.9442,2.6411,39.6925,14.2055,14.572,14.972,2.7801,13.0597,6.8653
1/2/2020,15.81,1.9127,2.5984,39.0503,13.9757,14.3363,14.7428,2.7375,12.8598,6.972
1/3/2020,15.77,1.9079,2.5918,38.9515,13.9403,14.3,14.7076,2.731,12.829,6.9887
1/6/2020,15.81,1.9127,2.5984,39.0503,13.9757,14.3363,14.7428,2.7375,12.8598,6.972
1/7/2020,15.64,1.8921,2.5705,38.6304,13.8254,14.1821,14.593,2.7097,12.729,7.0436
1/8/2020,15.52,1.8776,2.5508,38.334,13.7193,14.0733,14.4872,2.69,12.6368,7.095
1/9/2020,15.36,1.8583,2.5245,37.9389,13.5779,13.9282,14.3462,2.6638,12.5137,7.1648
1/10/2020,15.19,1.8377,2.4965,37.519,13.4276,13.7741,14.1963,2.636,12.383,7.2404
1/13/2020,15.45,1.8692,2.5393,38.1612,13.6574,14.0098,14.4255,2.6786,12.5829,7.1254
1/14/2020,15.71,1.9006,2.582,38.8033,13.8873,14.2456,14.6547,2.7211,12.7829,7.014
1/15/2020,15.65,1.8934,2.5721,38.6551,13.8342,14.1912,14.6018,2.7113,12.7367,7.0394
1/16/2020,16.23,1.9635,2.6674,40.0877,14.3469,14.7171,15.1131,2.8062,13.1827,6.8012
1/17/2020,15.9,1.9236,2.6132,39.2726,14.0552,14.4179,14.8222,2.7522,12.929,6.9347
1/21/2020,15.55,1.8813,2.5557,38.4081,13.7458,14.1005,14.5136,2.6949,12.6598,7.0821
1/22/2020,15.92,1.926,2.6165,39.322,14.0729,14.436,14.8398,2.7555,12.9443,6.9265
1/23/2020,15.925,1.9266,2.6173,39.3344,14.0773,14.4405,14.9016,2.767,12.9983,6.8977
1/24/2020,14.58,1.7639,2.3963,36.0123,12.8884,13.2209,13.7112,2.5459,11.9599,7.4966
1/27/2020,14.72,1.7808,2.4193,36.3581,13.0121,13.3479,13.8351,2.5689,12.068,7.4295
1/28/2020,14.48,1.7518,2.3798,35.7653,12.8,13.1302,13.6227,2.5295,11.8827,7.5453
1/29/2020,13.98,1.6913,2.2977,34.5303,12.358,12.6768,13.1801,2.4473,11.4966,7.7987
1/30/2020,14.15,1.7119,2.3256,34.9502,12.5083,12.831,13.3306,2.4753,11.6279,7.7106
1/31/2020,13.86,1.6768,2.2779,34.2339,12.2519,12.568,13.0739,2.4276,11.404,7.862
2/3/2020,13.99,1.6925,2.2993,34.555,12.3668,12.6859,13.189,2.449,11.5044,7.7934
2/4/2020,13.93,1.6853,2.2894,34.4068,12.3138,12.6315,13.1359,2.4391,11.458,7.8249
2/5/2020,14.35,1.7361,2.3585,35.4442,12.6851,13.0124,13.5076,2.5081,11.7823,7.6096
2/6/2020,14.28,1.7276,2.347,35.2713,12.6232,12.9489,13.4457,2.4966,11.7283,7.6447
2/7/2020,14.39,1.7409,2.365,35.543,12.7204,13.0486,13.543,2.5147,11.8132,7.5897
2/10/2020,14.48,1.7518,2.3798,35.7653,12.8,13.1302,13.6227,2.5295,11.8827,7.5453
2/11/2020,14.61,1.7675,2.4012,36.0864,12.9149,13.2481,13.7377,2.5509,11.983,7.4821
2/12/2020,14.615,1.7681,2.402,36.0987,12.9193,13.2527,13.7422,2.5517,11.9869,7.4797
2/13/2020,14.36,1.7373,2.3601,35.4689,12.6939,13.0214,13.5165,2.5098,11.79,7.6046
2/14/2020,14.25,1.724,2.342,35.1972,12.5967,12.9217,13.4191,2.4917,11.7051,7.6598
2/18/2020,14.08,1.7034,2.3141,34.7773,12.4464,12.7675,13.2686,2.4638,11.5738,7.7466
2/19/2020,13.955,1.6883,2.2935,34.4685,12.3359,12.6542,13.158,2.4432,11.4773,7.8118
2/20/2020,13.89,1.6804,2.2829,34.308,12.2784,12.5952,13.1005,2.4325,11.4272,7.8461
2/21/2020,13.64,1.6502,2.2418,33.6905,12.0574,12.3685,12.8792,2.3914,11.2341,7.9809
2/24/2020,13.36,1.6163,2.1958,32.9989,11.8099,12.1146,12.6313,2.3454,11.018,8.1375
2/25/2020,13.12,1.5873,2.1563,32.4061,11.5978,11.897,12.4189,2.306,10.8327,8.2767
2/26/2020,13.22,1.5994,2.1727,32.6531,11.6862,11.9877,12.5074,2.3224,10.9099,8.2181
2/27/2020,13.02,1.5752,2.1399,32.1591,11.5094,11.8063,12.3304,2.2895,10.7555,8.3361
2/28/2020,13.08,1.5824,2.1497,32.3073,11.5624,11.8607,12.3835,2.2994,10.8018,8.3003
3/2/2020,13.14,1.5897,2.1596,32.4555,11.6155,11.9151,12.4366,2.3093,10.8481,8.2649
3/3/2020,12.49,1.5111,2.0528,30.85,11.0409,11.3257,11.8613,2.2024,10.3463,8.6658
3/4/2020,12.82,1.551,2.107,31.6651,11.3326,11.625,12.1534,2.2567,10.601,8.4575
3/5/2020,12.21,1.4772,2.0067,30.1584,10.7934,11.0718,11.6134,2.1564,10.1301,8.8507
3/6/2020,13.03,1.5764,2.1415,32.1838,11.5182,11.8154,12.3392,2.2912,10.7632,8.3301
3/9/2020,9.29,1.1239,1.5268,22.9461,8.2121,8.424,9.0289,1.6765,7.8756,11.3843
3/10/2020,11.25,1.361,1.849,27.7872,9.9447,10.2013,10.7637,1.9986,9.3889,9.5494
3/11/2020,11.01,1.332,1.8095,27.1945,9.7326,9.9837,10.5513,1.9592,9.2036,9.7417
3/12/2020,9.01,1.09,1.4808,22.2545,7.9646,8.1701,8.781,1.6305,7.6594,11.7056
3/13/2020,9.62,1.1638,1.5811,23.7612,8.5039,8.7233,9.321,1.7307,8.1304,11.0276
3/16/2020,6.72,0.813,1.1045,16.5982,5.9403,6.0936,6.7541,1.2541,5.8914,15.2185
3/17/2020,6.15,0.744,1.0108,15.1904,5.4365,5.5767,6.2496,1.1604,5.4513,16.4471
3/18/2020,5.72,0.692,0.9401,14.1283,5.0563,5.1868,5.869,1.0898,5.1193,17.5137
3/19/2020,7.94,0.9606,1.305,19.6116,7.0188,7.1999,7.8339,1.4546,6.8333,13.1208
3/20/2020,7.12,0.8614,1.1702,17.5862,6.2939,6.4563,7.1081,1.3199,6.2002,14.4605
3/23/2020,8.31,1.0054,1.3658,20.5255,7.3458,7.5354,8.1614,1.5154,7.119,12.5943
3/24/2020,9.1,1.1009,1.4956,22.4768,8.0442,8.2517,8.8607,1.6453,7.7289,11.6004
3/25/2020,8.57,1.0368,1.4085,21.1677,7.5757,7.7711,8.3916,1.5582,7.3197,12.2489
3/26/2020,9.42,1.1396,1.5482,23.2672,8.3271,8.5419,9.1439,1.6979,7.976,11.241
3/27/2020,9.92,1.2001,1.6304,24.5022,8.769,8.9953,9.5865,1.7801,8.362,10.7221
3/30/2020,10.43,1.2618,1.7142,25.7619,9.2199,9.4578,10.0379,1.8639,8.7558,10.2399
3/31/2020,10.44,1.2653,1.724,27.5201,8.7519,10.9644,11.6617,1.8136,8.0995,23.1049
4/1/2020,8.62,1.0447,1.4234,22.7225,7.2262,9.053,9.7419,1.5151,6.7661,27.6582
4/2/2020,9.3,1.1272,1.5357,24.515,7.7962,9.7672,10.4592,1.6266,7.2643,25.7614
4/3/2020,9.2,1.115,1.5192,24.2514,7.7124,9.6621,10.3537,1.6102,7.191,26.0238
4/6/2020,9.78,1.1853,1.615,25.7803,8.1986,10.2713,10.9655,1.7054,7.6159,24.5719
4/7/2020,10.24,1.2411,1.6909,26.9929,8.5842,10.7544,11.4508,1.7808,7.9529,23.5306
4/8/2020,10.37,1.2568,1.7124,27.3356,8.6932,10.8909,11.5879,1.8022,8.0482,23.2522
4/9/2020,10.75,1.3029,1.7752,28.3373,9.0118,11.29,11.9887,1.8645,8.3266,22.4747
4/13/2020,10.44,1.2653,1.724,27.5201,8.7519,10.9644,11.6617,1.8136,8.0995,23.1049
4/14/2020,10.53,1.2762,1.7388,27.7573,8.8273,11.059,11.7567,1.8284,8.1654,22.9184
4/15/2020,10.2,1.2362,1.6843,26.8875,8.5507,10.7124,11.4086,1.7743,7.9236,23.6177
4/16/2020,10.1,1.2241,1.6678,26.6239,8.4669,10.6074,11.3031,1.7579,7.8504,23.8381
4/17/2020,10.69,1.2956,1.7653,28.1791,8.9615,11.227,11.9254,1.8547,8.2826,22.594
4/20/2020,10.86,1.3162,1.7933,28.6272,9.104,11.4055,12.1048,1.8825,8.4072,22.2593
4/21/2020,10.54,1.2774,1.7405,27.7837,8.8357,11.0695,11.7672,1.83,8.1727,22.8978
4/22/2020,10.08,1.2217,1.6645,26.5711,8.4501,10.5864,11.282,1.7546,7.8357,23.8826
4/23/2020,10.37,1.2568,1.7124,27.3356,8.6932,10.8909,11.5879,1.8022,8.0482,23.2522
4/24/2020,10.53,1.2762,1.7388,27.7573,8.8273,11.059,11.7567,1.8284,8.1654,22.9184
4/27/2020,11.15,1.3514,1.8412,29.3917,9.3471,11.7101,12.4107,1.9301,8.6196,21.7106
4/28/2020,11.12,1.3477,1.8363,29.3126,9.3219,11.6786,12.379,1.9252,8.5976,21.7661
4/29/2020,11.38,1.3792,1.8792,29.998,9.5399,11.9517,12.6533,1.9678,8.7881,21.2944
4/30/2020,10.55,1.2787,1.7421,27.8101,8.8441,11.08,11.7778,1.8317,8.18,22.8773
5/1/2020,9.99,1.2108,1.6497,26.3339,8.3747,10.4918,11.1871,1.7398,7.7698,24.0853
5/4/2020,9.11,1.1041,1.5043,24.0142,7.6369,9.5676,10.2588,1.5955,7.1251,26.2647
5/5/2020,9.75,1.1817,1.61,25.7012,8.1735,10.2398,10.9339,1.7004,7.5939,24.643
5/6/2020,9.325,1.1302,1.5398,24.5809,7.8172,9.7934,10.4856,1.6307,7.2826,25.6966
5/7/2020,9.81,1.189,1.6199,25.8594,8.2238,10.3028,10.9972,1.7103,7.6379,24.5012
5/8/2020,10.11,1.2253,1.6695,26.6502,8.4752,10.6179,11.3136,1.7595,7.8577,23.8158
5/11/2020,9.73,1.1793,1.6067,25.6485,8.1567,10.2188,10.9128,1.6972,7.5793,24.6906
5/12/2020,9.875,1.1968,1.6307,26.0308,8.2782,10.3711,11.0657,1.7209,7.6855,24.3493
5/13/2020,8.73,1.0581,1.4416,23.0125,7.3184,9.1685,9.8579,1.5331,6.8467,27.3326
5/14/2020,8.78,1.0641,1.4499,23.1443,7.3603,9.2211,9.9107,1.5413,6.8833,27.1872
5/15/2020,9.195,1.1144,1.5184,24.2383,7.7082,9.6569,10.3484,1.6094,7.1873,26.0371
5/18/2020,9.86,1.195,1.6282,25.9912,8.2657,10.3553,11.0499,1.7185,7.6745,24.3842
5/19/2020,9.91,1.2011,1.6364,26.123,8.3076,10.4078,11.1027,1.7267,7.7112,24.2684
5/20/2020,9.97,1.2084,1.6464,26.2812,8.3579,10.4708,11.166,1.7365,7.7551,24.1308
5/21/2020,9.82,1.1902,1.6216,25.8858,8.2321,10.3133,11.0077,1.7119,7.6452,24.4777
5/22/2020,9.78,1.1853,1.615,25.7803,8.1986,10.2713,10.9655,1.7054,7.6159,24.5719
5/26/2020,10.71,1.298,1.7686,28.2318,8.9782,11.248,11.9465,1.8579,8.2973,22.5541
5/27/2020,11.4,1.3817,1.8825,30.0507,9.5567,11.9727,12.6744,1.9711,8.8028,21.2589
5/28/2020,10.5,1.2726,1.7339,27.6783,8.8022,11.0275,11.725,1.8235,8.1434,22.9802
5/29/2020,10.32,1.2508,1.7042,27.2038,8.6513,10.8384,11.5352,1.794,8.0115,23.3585
6/1/2020,10.29,1.2471,1.6992,27.1247,8.6261,10.8069,11.5702,1.7994,8.0359,23.2877
6/2/2020,10.48,1.2702,1.7306,27.6255,8.7854,11.0064,11.7719,1.8308,8.176,22.8888
6/3/2020,10.95,1.3271,1.8082,28.8645,9.1794,11.5001,12.2707,1.9083,8.5224,21.9583
6/4/2020,11.27,1.3659,1.861,29.708,9.4477,11.8361,12.6103,1.9612,8.7583,21.3669
6/5/2020,11.605,1.4065,1.9163,30.5911,9.7285,12.188,12.9659,2.0165,9.0052,20.781
6/8/2020,12.26,1.4859,2.0245,32.3177,10.2776,12.8759,13.661,2.1246,9.488,19.7235
6/9/2020,11.82,1.4326,1.9518,31.1578,9.9087,12.4138,13.1941,2.0519,9.1637,20.4216
6/10/2020,11.55,1.3999,1.9073,30.4461,9.6824,12.1302,12.9075,2.0074,8.9647,20.875
6/11/2020,9.72,1.1781,1.6051,25.6222,8.1483,10.2083,10.9653,1.7053,7.6157,24.5725
6/12/2020,10.16,1.2314,1.6777,26.782,8.5172,10.6704,11.4322,1.7779,7.9401,23.5687
6/15/2020,10.25,1.2423,1.6926,27.0193,8.5926,10.7649,11.5278,1.7928,8.0064,23.3735
6/16/2020,11.05,1.3393,1.8247,29.1281,9.2633,11.6051,12.3768,1.9249,8.5961,21.77
6/17/2020,10.685,1.295,1.7644,28.1659,8.9573,11.2217,11.9894,1.8646,8.3271,22.4734
6/18/2020,10.84,1.3138,1.79,28.5745,9.0872,11.3845,12.154,1.8902,8.4413,22.1692
6/19/2020,10.76,1.3041,1.7768,28.3636,9.0201,11.3005,12.069,1.877,8.3823,22.3252
6/22/2020,11.26,1.3647,1.8594,29.6816,9.4393,11.8256,12.5997,1.9595,8.7509,21.3849
6/23/2020,11.17,1.3538,1.8445,29.4444,9.3639,11.7311,12.5042,1.9447,8.6846,21.5483
6/24/2020,10.41,1.2617,1.719,27.441,8.7267,10.9329,11.6976,1.8192,8.1244,23.0341
6/25/2020,10.82,1.3114,1.7867,28.5218,9.0704,11.3635,12.1327,1.8869,8.4266,22.208
6/26/2020,10.19,1.235,1.6827,26.8611,8.5423,10.7019,11.4641,1.7829,7.9622,23.5033
6/29/2020,10.74,1.3017,1.7735,28.3109,9.0034,11.2795,12.0478,1.8737,8.3676,22.3645
6/30/2020,10.98,1.3395,1.8136,28.8704,8.816,11.2346,11.8187,1.8812,8.0827,28.3328
7/1/2020,10.94,1.3347,1.8069,28.7653,8.7839,11.1937,11.7775,1.8746,8.0546,28.4318
7/2/2020,10.9,1.3298,1.8003,28.6601,8.7518,11.1528,11.7364,1.8681,8.0264,28.5315
7/6/2020,11.095,1.3536,1.8325,29.1728,8.9083,11.3523,11.937,1.9,8.1636,28.0519
7/7/2020,10.7,1.3054,1.7673,28.1342,8.5912,10.9481,11.6318,1.8514,7.9549,28.788
7/8/2020,10.63,1.2968,1.7557,27.9501,8.535,10.8765,11.5591,1.8398,7.9052,28.9691
7/9/2020,10.37,1.2651,1.7128,27.2665,8.3262,10.6105,11.2891,1.7969,7.7206,29.6619
7/10/2020,10.77,1.3139,1.7789,28.3183,8.6474,11.0197,11.7045,1.863,8.0046,28.6093
7/13/2020,10.59,1.292,1.7491,27.845,8.5029,10.8356,11.5176,1.8332,7.8768,29.0735
7/14/2020,10.72,1.3078,1.7706,28.1868,8.6072,10.9686,11.6525,1.8547,7.9691,28.7367
7/15/2020,11.32,1.381,1.8697,29.7644,9.089,11.5825,12.2756,1.9539,8.3952,27.2782
7/16/2020,11.29,1.3774,1.8648,29.6855,9.0649,11.5518,12.2444,1.9489,8.3739,27.3476
7/17/2020,11.44,1.3957,1.8895,30.0799,9.1853,11.7053,12.4002,1.9737,8.4804,27.0041
7/20/2020,11.69,1.4262,1.9308,30.7373,9.3861,11.9611,12.6598,2.015,8.6579,26.4504
7/21/2020,11.49,1.4018,1.8978,30.2114,9.2255,11.7564,12.4521,1.982,8.5159,26.8915
7/22/2020,11.57,1.4115,1.911,30.4218,9.2897,11.8383,12.5352,1.9952,8.5727,26.7133
7/23/2020,11.79,1.4384,1.9473,31.0002,9.4663,12.0634,12.7636,2.0316,8.7289,26.2352
7/24/2020,11.63,1.4188,1.9209,30.5795,9.3379,11.8997,12.5975,2.0051,8.6153,26.5812
7/27/2020,11.74,1.4323,1.9391,30.8687,9.4262,12.0122,12.7117,2.0233,8.6934,26.3424
7/28/2020,11.98,1.4615,1.9787,31.4998,9.6189,12.2578,12.9609,2.063,8.8639,25.8359
7/29/2020,12.07,1.4725,1.9936,31.7364,9.6912,12.3499,13.0544,2.0778,8.9278,25.6509
7/30/2020,12.54,1.5299,2.0712,32.9722,10.0685,12.8308,13.5424,2.1555,9.2616,24.7265
7/31/2020,14.62,1.7836,2.4148,38.4413,11.7386,14.959,15.6924,2.4977,10.7319,21.3388
8/3/2020,14.31,1.7458,2.3636,37.6262,11.4897,14.6418,15.3707,2.4465,10.5119,21.7854
8/4/2020,14.23,1.736,2.3503,37.4159,11.4255,14.56,15.2877,2.4333,10.4551,21.9037
8/5/2020,14.26,1.7397,2.3553,37.4947,11.4495,14.5907,15.3188,2.4383,10.4764,21.8592
8/6/2020,14.67,1.7897,2.423,38.5728,11.7787,15.0102,15.7442,2.506,10.7674,21.2685
8/7/2020,14.82,1.808,2.4478,38.9672,11.8992,15.1637,15.8999,2.5308,10.8738,21.0603
8/10/2020,14.62,1.7836,2.4148,38.4413,11.7386,14.959,15.6924,2.4977,10.7319,21.3388
8/11/2020,14.43,1.7604,2.3834,37.9417,11.586,14.7646,15.4952,2.4663,10.5971,21.6103
8/12/2020,14.3,1.7446,2.3619,37.5999,11.4817,14.6316,15.3603,2.4449,10.5048,21.8001
8/13/2020,14.3,1.7446,2.3619,37.5999,11.4817,14.6316,15.3603,2.4449,10.5048,21.8001
8/14/2020,13.97,1.7043,2.3074,36.7322,11.2167,14.2939,15.0179,2.3904,10.2706,22.2972
8/17/2020,13.9,1.6958,2.2958,36.5482,11.1605,14.2223,14.9452,2.3788,10.2209,22.4056
8/18/2020,13.94,1.7006,2.3025,36.6533,11.1926,14.2632,14.9867,2.3854,10.2493,22.3435
8/19/2020,13.68,1.6689,2.2595,35.9697,10.9839,13.9972,14.7169,2.3425,10.0648,22.7531
8/20/2020,13.67,1.6677,2.2579,35.9434,10.9758,13.987,14.7065,2.3408,10.0577,22.7692
8/21/2020,13.73,1.675,2.2678,36.1012,11.024,14.0484,14.7688,2.3507,10.1003,22.6732
8/24/2020,13.65,1.6653,2.2546,35.8908,10.9598,13.9665,14.6858,2.3375,10.0435,22.8014
8/25/2020,13.525,1.65,2.2339,35.5622,10.8594,13.8386,14.5561,2.3169,9.9548,23.0046
8/26/2020,13.25,1.6165,2.1885,34.8391,10.6386,13.5572,14.2707,2.2714,9.7596,23.4646
8/27/2020,13.34,1.6275,2.2033,35.0757,10.7109,13.6493,14.3641,2.2863,9.8235,23.312
8/28/2020,13.24,1.6153,2.1868,34.8128,10.6306,13.547,14.2603,2.2698,9.7525,23.4817
8/31/2020,13.26,1.6177,2.1901,34.8654,10.6466,13.5675,14.2811,2.2731,9.7667,23.4475
9/1/2020,13.41,1.636,2.2149,35.2598,10.7671,13.721,14.4367,2.2979,9.8732,23.1947
9/2/2020,13.75,1.6775,2.2711,36.1538,11.0401,14.0688,14.7896,2.354,10.1145,22.6414
9/3/2020,13.45,1.6409,2.2215,35.365,10.7992,13.7619,14.4782,2.3045,9.9016,23.1282
9/4/2020,12.95,1.5799,2.1389,34.0503,10.3977,13.2503,13.9594,2.2219,9.5467,23.9879
9/8/2020,13.08,1.5957,2.1604,34.3921,10.5021,13.3833,14.0943,2.2434,9.639,23.7583
9/9/2020,13.48,1.6445,2.2265,35.4438,10.8233,13.7926,14.5094,2.3094,9.9229,23.0786
9/10/2020,13.35,1.6287,2.205,35.102,10.7189,13.6596,14.3745,2.288,9.8306,23.2952
9/11/2020,13.38,1.6323,2.21,35.1809,10.743,13.6903,14.4056,2.2929,9.8519,23.2448
9/14/2020,13.52,1.6494,2.2331,35.549,10.8554,13.8335,14.5509,2.316,9.9513,23.0128
9/15/2020,13.34,1.6275,2.2033,35.0757,10.7109,13.6493,14.3641,2.2863,9.8235,23.312
9/16/2020,13.24,1.6153,2.1868,34.8128,10.6306,13.547,14.2603,2.2698,9.7525,23.4817
9/17/2020,13.28,1.6201,2.1934,34.918,10.6627,13.5879,14.3018,2.2764,9.7809,23.4135
9/18/2020,13.07,1.5945,2.1588,34.3658,10.4941,13.3731,14.0839,2.2417,9.6319,23.7758
9/21/2020,12.47,1.5213,2.0597,32.7882,10.0123,12.7592,13.4613,2.1426,9.2061,24.8755
9/22/2020,12.27,1.4969,2.0266,32.2623,9.8517,12.5545,13.2538,2.1096,9.0642,25.265
9/23/2020,12.11,1.4774,2.0002,31.8416,9.7233,12.3908,13.0877,2.0832,8.9506,25.5855
9/24/2020,11.86,1.4469,1.9589,31.1843,9.5226,12.135,12.8283,2.0419,8.7732,26.1029
9/25/2020,12.23,1.492,2.02,32.1571,9.8196,12.5136,13.2122,2.103,9.0358,25.3444
9/28/2020,12.78,1.5591,2.1109,33.6033,10.2612,13.0764,13.783,2.1938,9.4261,24.2949
9/29/2020,12.67,1.5457,2.0927,33.3141,10.1729,12.9638,13.6688,2.1756,9.348,24.4978
9/30/2020,12.74,1.5455,2.0262,28.117,9.3808,12.2929,12.4988,2.0433,8.3924,11.7079
10/1/2020,12.74,1.5455,2.0262,28.117,9.3808,12.2929,12.4988,2.0433,8.3924,11.7079
10/2/2020,12.68,1.5382,2.0167,27.9846,9.3366,12.235,12.4405,2.0338,8.3533,11.7628
10/5/2020,12.97,1.5734,2.0628,28.6246,9.5502,12.5148,12.7224,2.0799,8.5425,11.5022
10/6/2020,13.07,1.5855,2.0787,28.8453,9.6238,12.6113,12.8195,2.0958,8.6078,11.415
10/7/2020,13.05,1.5831,2.0755,28.8011,9.6091,12.592,12.8001,2.0926,8.5947,11.4323
10/8/2020,13.4,1.6255,2.1312,29.5736,9.8668,12.9297,13.1403,2.1482,8.8231,11.1364
10/9/2020,13.82,1.6765,2.198,30.5005,10.176,13.335,13.5485,2.2149,9.0972,10.8008
10/12/2020,13.59,1.6486,2.1614,29.9929,10.0067,13.113,13.3249,2.1784,8.9471,10.982
10/13/2020,13.55,1.6437,2.1551,29.9046,9.9772,13.0744,13.2861,2.172,8.921,11.0142
10/14/2020,14.12,1.7129,2.2457,31.1626,10.3969,13.6244,13.8401,2.2626,9.293,10.5733
10/15/2020,14.35,1.7408,2.2823,31.6702,10.5663,13.8464,14.0636,2.2992,9.4431,10.4052
10/16/2020,13.96,1.6935,2.2203,30.8095,10.2791,13.47,13.6845,2.2372,9.1886,10.6935
10/19/2020,13.5,1.6377,2.1471,29.7943,9.9404,13.0262,13.2375,2.1641,8.8884,11.0546
10/20/2020,13.6,1.6498,2.163,30.015,10.014,13.1227,13.3347,2.18,8.9536,10.974
10/21/2020,13.95,1.6923,2.2187,30.7874,10.2718,13.4604,13.6748,2.2356,9.1821,10.7011
10/22/2020,13.89,1.685,2.2091,30.655,10.2276,13.4025,13.6296,2.2282,9.1517,10.7366
10/23/2020,15.01,1.8208,2.3873,33.1268,11.0523,14.4832,14.7192,2.4063,9.8833,9.9418
10/26/2020,14.26,1.7299,2.268,31.4716,10.5,13.7595,13.9895,2.2871,9.3934,10.4603
10/27/2020,14.13,1.7141,2.2473,31.1847,10.4043,13.6341,13.8631,2.2664,9.3084,10.5558
10/28/2020,13.73,1.6656,2.1837,30.3019,10.1098,13.2481,13.4739,2.2028,9.0471,10.8606
