Date,Price,P/B,P/S,P/E,P/FCF,P/EBITDA,EV/EBITDA,EV/B,EV/FCF,LTDebt/EV
4/25/2019,9.61,1.0964,0.9541,220.4584,#N/A N/A,16.7326,20.336,1.6246,139.1874,36.4152
4/26/2019,9.8,1.1181,0.973,224.817,#N/A N/A,17.0634,20.6074,1.6463,141.0446,35.9357
4/29/2019,9.87,1.1261,0.9799,226.4229,#N/A N/A,17.1853,20.7073,1.6543,141.7288,35.7622
4/30/2019,9.87,1.1261,0.9799,226.4229,#N/A N/A,17.1853,20.7073,1.6543,141.7288,35.7622
5/1/2019,9.71,1.1079,0.964,222.7524,#N/A N/A,16.9067,20.4788,1.636,140.1648,36.1613
5/2/2019,9.94,1.1341,0.9869,228.0287,#N/A N/A,17.3072,20.8073,1.6623,142.4131,35.5904
5/3/2019,10.43,1.19,1.0355,239.2696,#N/A N/A,18.1603,21.5344,1.7204,147.3896,34.3887
5/6/2019,10.73,1.2242,1.0653,246.1517,#N/A N/A,18.6827,21.9636,1.7546,150.3274,33.7167
5/7/2019,10.16,1.1592,1.0087,233.0756,#N/A N/A,17.6902,21.1481,1.6895,144.7455,35.0169
5/8/2019,10.32,1.1774,1.0246,236.7461,#N/A N/A,17.9688,21.377,1.7078,146.3124,34.6419
5/9/2019,10.31,1.1763,1.0236,236.5167,#N/A N/A,17.9514,21.3627,1.7066,146.2145,34.6651
5/10/2019,10.28,1.1729,1.0206,235.8285,#N/A N/A,17.8991,21.3198,1.7032,145.9207,34.7349
5/13/2019,9.84,1.1227,0.9769,225.7347,#N/A N/A,17.133,20.6903,1.6529,141.6119,35.7918
5/14/2019,10.09,1.1512,1.0018,231.4698,#N/A N/A,17.5683,21.0479,1.6815,144.0601,35.1835
5/15/2019,10.28,1.1729,1.0206,235.8285,#N/A N/A,17.8991,21.3198,1.7032,145.9207,34.7349
5/16/2019,10.34,1.1797,1.0266,237.2049,#N/A N/A,18.0036,21.4056,1.7101,146.5082,34.5956
5/17/2019,10.39,1.1854,1.0316,238.352,#N/A N/A,18.0907,21.4772,1.7158,146.9979,34.4804
5/20/2019,10.4,1.1866,1.0325,238.5814,#N/A N/A,18.1081,21.4915,1.7169,147.0958,34.4574
5/21/2019,10.53,1.2014,1.0455,241.5636,#N/A N/A,18.3344,21.6775,1.7318,148.3689,34.1617
5/22/2019,10.44,1.1911,1.0365,239.499,#N/A N/A,18.1777,21.5487,1.7215,147.4875,34.3659
5/23/2019,10.04,1.1455,0.9968,230.3228,#N/A N/A,17.4813,20.9764,1.6758,143.5704,35.3035
5/24/2019,10.19,1.1626,1.0117,233.7639,#N/A N/A,17.7424,21.191,1.6929,145.0393,34.946
5/28/2019,10.22,1.166,1.0147,234.4521,#N/A N/A,17.7947,21.2339,1.6963,145.3331,34.8753
5/29/2019,10.17,1.1603,1.0097,233.305,#N/A N/A,17.7076,21.1624,1.6906,144.8435,34.9932
5/30/2019,10.1,1.1523,1.0028,231.6992,#N/A N/A,17.5857,21.0623,1.6826,144.158,35.1596
5/31/2019,9.73,1.1101,0.966,223.2112,#N/A N/A,16.9415,20.5329,1.6403,140.5347,36.0661
6/3/2019,10,1.1409,0.9928,229.4052,#N/A N/A,17.4116,20.9192,1.6712,143.1787,35.4001
6/4/2019,10.37,1.1832,1.0296,237.8931,#N/A N/A,18.0559,21.4486,1.7135,146.802,34.5264
6/5/2019,10.38,1.1843,1.0306,238.1225,#N/A N/A,18.0733,21.4629,1.7146,146.9,34.5033
6/6/2019,10.26,1.1706,1.0186,235.3697,#N/A N/A,17.8643,21.2912,1.7009,145.7248,34.7816
6/7/2019,10.34,1.1797,1.0266,237.2049,#N/A N/A,18.0036,21.4056,1.7101,146.5082,34.5956
6/10/2019,10.38,1.1843,1.0306,238.1225,#N/A N/A,18.0733,21.4629,1.7146,146.9,34.5033
6/11/2019,10.47,1.1946,1.0395,240.1872,#N/A N/A,18.23,21.5916,1.7249,147.7813,34.2976
6/12/2019,10.37,1.1832,1.0296,237.8931,#N/A N/A,18.0559,21.4486,1.7135,146.802,34.5264
6/13/2019,10.4,1.1866,1.0325,238.5814,#N/A N/A,18.1081,21.4915,1.7169,147.0958,34.4574
6/14/2019,10.26,1.1706,1.0186,235.3697,#N/A N/A,17.8643,21.2912,1.7009,145.7248,34.7816
6/17/2019,10.3,1.1752,1.0226,236.2873,#N/A N/A,17.934,21.3484,1.7055,146.1165,34.6883
6/18/2019,10.22,1.166,1.0147,234.4521,#N/A N/A,17.7947,21.2339,1.6963,145.3331,34.8753
6/19/2019,10.66,1.2162,1.0584,244.5459,#N/A N/A,18.5608,21.8635,1.7466,149.6419,33.8711
6/20/2019,11.2,1.2779,1.112,256.9338,#N/A N/A,19.501,22.6361,1.8084,154.93,32.715
6/21/2019,11.32,1.2915,1.1239,259.6866,#N/A N/A,19.71,22.8078,1.8221,156.1052,32.4687
6/24/2019,11.24,1.2824,1.1159,257.8514,#N/A N/A,19.5707,22.6933,1.8129,155.3218,32.6325
6/25/2019,11.19,1.2767,1.111,256.7044,#N/A N/A,19.4836,22.6218,1.8072,154.8321,32.7357
6/26/2019,11.18,1.2756,1.11,256.475,#N/A N/A,19.4662,22.6075,1.8061,154.7342,32.7564
6/27/2019,11.45,1.3064,1.1368,262.6689,#N/A N/A,19.9363,22.9938,1.8369,157.3782,32.2061
6/28/2019,11.63,1.4725,1.136,#N/A N/A,#N/A N/A,12.8029,16.6179,2.0965,587.7375,33.1921
7/1/2019,11.66,1.4763,1.1389,#N/A N/A,#N/A N/A,12.8359,16.6479,2.1003,588.801,33.1322
7/2/2019,11.57,1.4649,1.1301,#N/A N/A,#N/A N/A,12.7368,16.5577,2.0889,585.6105,33.3127
7/3/2019,11.55,1.4624,1.1281,#N/A N/A,#N/A N/A,12.7148,16.5377,2.0864,584.9015,33.3531
7/5/2019,11.57,1.4649,1.1301,#N/A N/A,#N/A N/A,12.7368,16.5577,2.0889,585.6105,33.3127
7/8/2019,11.65,1.4751,1.1379,#N/A N/A,#N/A N/A,12.8249,16.6379,2.099,588.4465,33.1521
7/9/2019,11.71,1.4827,1.1438,#N/A N/A,#N/A N/A,12.8909,16.698,2.1066,590.5735,33.0327
7/10/2019,11.76,1.489,1.1487,#N/A N/A,#N/A N/A,12.946,16.7482,2.1129,592.346,32.9339
7/11/2019,11.62,1.4713,1.135,#N/A N/A,#N/A N/A,12.7919,16.6078,2.0952,587.383,33.2122
7/12/2019,11.53,1.4599,1.1262,#N/A N/A,#N/A N/A,12.6928,16.5176,2.0839,584.1925,33.3936
7/15/2019,11.44,1.4485,1.1174,#N/A N/A,#N/A N/A,12.5937,16.4274,2.0725,581.0019,33.5769
7/16/2019,11.19,1.4168,1.093,#N/A N/A,#N/A N/A,12.3185,16.1768,2.0409,572.1394,34.097
7/17/2019,11.16,1.413,1.09,#N/A N/A,#N/A N/A,12.2855,16.1468,2.0371,571.0759,34.1605
7/18/2019,11.24,1.4232,1.0979,#N/A N/A,#N/A N/A,12.3735,16.2269,2.0472,573.9119,33.9917
7/19/2019,10.95,1.3864,1.0695,#N/A N/A,#N/A N/A,12.0543,15.9363,2.0105,563.6314,34.6117
7/22/2019,10.68,1.3523,1.0432,#N/A N/A,#N/A N/A,11.7571,15.6656,1.9764,554.0599,35.2097
7/23/2019,10.62,1.3447,1.0373,#N/A N/A,#N/A N/A,11.691,15.6055,1.9688,551.9329,35.3454
7/24/2019,10.8,1.3675,1.0549,#N/A N/A,#N/A N/A,11.8892,15.7859,1.9915,558.3139,34.9414
7/25/2019,10.5,1.3295,1.0256,#N/A N/A,#N/A N/A,11.5589,15.4852,1.9536,547.6789,35.6199
7/26/2019,10.54,1.3345,1.0295,#N/A N/A,#N/A N/A,11.6029,15.5253,1.9587,549.0969,35.5279
7/29/2019,10.4,1.3168,1.0158,#N/A N/A,#N/A N/A,11.4488,15.385,1.941,544.1339,35.852
7/30/2019,10.54,1.3345,1.0295,#N/A N/A,#N/A N/A,11.6029,15.5253,1.9587,549.0969,35.5279
7/31/2019,10.3,1.3041,1.006,#N/A N/A,#N/A N/A,11.3387,15.2848,1.9283,540.5889,36.0871
8/1/2019,10.27,1.3003,1.0031,#N/A N/A,#N/A N/A,11.3057,15.2547,1.9245,539.5254,36.1582
8/2/2019,9.99,1.2649,0.9758,#N/A N/A,#N/A N/A,10.9975,14.974,1.8891,529.5993,36.8359
8/5/2019,9.7,1.2282,0.9474,#N/A N/A,#N/A N/A,10.6782,14.6834,1.8524,519.3188,37.5651
8/6/2019,9.71,1.2294,0.9484,#N/A N/A,#N/A N/A,10.6892,14.6934,1.8537,519.6733,37.5395
8/7/2019,9.57,1.2117,0.9347,#N/A N/A,#N/A N/A,10.5351,14.5531,1.836,514.7103,37.9014
8/8/2019,10.16,1.2864,0.9924,#N/A N/A,#N/A N/A,11.1846,15.1444,1.9106,535.6258,36.4214
8/9/2019,9.73,1.232,0.9504,#N/A N/A,#N/A N/A,10.7113,14.7134,1.8562,520.3823,37.4883
8/12/2019,9.64,1.2206,0.9416,#N/A N/A,#N/A N/A,10.6122,14.6357,1.8464,517.634,37.6874
8/13/2019,9.28,1.175,0.9064,#N/A N/A,#N/A N/A,10.2159,14.2744,1.8009,504.8554,38.6413
8/14/2019,9,1.1395,0.8791,#N/A N/A,#N/A N/A,9.9076,13.9934,1.7654,494.9166,39.4173
8/15/2019,8.76,1.1092,0.8556,#N/A N/A,#N/A N/A,9.6434,13.7525,1.735,486.3976,40.1077
8/16/2019,9,1.1395,0.8791,#N/A N/A,#N/A N/A,9.9076,13.9934,1.7654,494.9166,39.4173
8/19/2019,9.09,1.1509,0.8879,#N/A N/A,#N/A N/A,10.0067,14.0837,1.7768,498.1112,39.1645
8/20/2019,9.16,1.1598,0.8947,#N/A N/A,#N/A N/A,10.0838,14.154,1.7857,500.5959,38.9701
8/21/2019,9.44,1.1953,0.922,#N/A N/A,#N/A N/A,10.392,14.435,1.8211,510.5348,38.2114
8/22/2019,9.54,1.2079,0.9318,#N/A N/A,#N/A N/A,10.5021,14.5354,1.8338,514.0844,37.9476
8/23/2019,9.27,1.1737,0.9054,#N/A N/A,#N/A N/A,10.2049,14.2644,1.7996,504.5005,38.6685
8/26/2019,9.39,1.1889,0.9172,#N/A N/A,#N/A N/A,10.337,14.3848,1.8148,508.76,38.3447
8/27/2019,8.99,1.1383,0.8781,#N/A N/A,#N/A N/A,9.8966,13.9834,1.7641,494.5616,39.4456
8/28/2019,9.04,1.1446,0.883,#N/A N/A,#N/A N/A,9.9517,14.0336,1.7705,496.3364,39.3045
8/29/2019,9.18,1.1623,0.8967,#N/A N/A,#N/A N/A,10.1058,14.1741,1.7882,501.3058,38.9149
8/30/2019,9.08,1.1497,0.8869,#N/A N/A,#N/A N/A,9.9957,14.0737,1.7755,497.7563,39.1924
9/3/2019,9.01,1.1408,0.88,#N/A N/A,#N/A N/A,9.9186,14.0034,1.7667,495.2715,39.389
9/4/2019,8.99,1.1383,0.8781,#N/A N/A,#N/A N/A,9.8966,13.9834,1.7641,494.5616,39.4456
9/5/2019,9.19,1.1636,0.8976,#N/A N/A,#N/A N/A,10.1168,14.1841,1.7895,501.6608,38.8874
9/6/2019,9.2,1.1649,0.8986,#N/A N/A,#N/A N/A,10.1278,14.1941,1.7907,502.0158,38.8599
9/9/2019,9.46,1.1978,0.924,#N/A N/A,#N/A N/A,10.414,14.4551,1.8236,511.2447,38.1584
9/10/2019,9.93,1.2573,0.9699,#N/A N/A,#N/A N/A,10.9314,14.9268,1.8832,527.9278,36.9525
9/11/2019,10.4,1.3168,1.0158,#N/A N/A,#N/A N/A,11.4488,15.3985,1.9427,544.6109,35.8206
9/12/2019,10.38,1.3143,1.0139,#N/A N/A,#N/A N/A,11.4268,15.3784,1.9401,543.901,35.8673
9/13/2019,10.44,1.3219,1.0197,#N/A N/A,#N/A N/A,11.4929,15.4386,1.9477,546.0307,35.7274
9/16/2019,10.61,1.3434,1.0363,#N/A N/A,#N/A N/A,11.68,15.6092,1.9693,552.0651,35.3369
9/17/2019,10.51,1.3307,1.0266,#N/A N/A,#N/A N/A,11.5699,15.5089,1.9566,548.5155,35.5656
9/18/2019,10.37,1.313,1.0129,#N/A N/A,#N/A N/A,11.4158,15.3684,1.9389,543.546,35.8907
9/19/2019,10.39,1.3155,1.0148,#N/A N/A,#N/A N/A,11.4378,15.3884,1.9414,544.2559,35.8439
9/20/2019,10.9,1.3801,1.0647,#N/A N/A,#N/A N/A,11.9992,15.9003,2.006,562.3589,34.6901
9/23/2019,11.09,1.4042,1.0832,#N/A N/A,#N/A N/A,12.2084,16.091,2.03,569.1031,34.279
9/24/2019,10.84,1.3725,1.0588,#N/A N/A,#N/A N/A,11.9332,15.8401,1.9984,560.2291,34.8219
9/25/2019,10.89,1.3788,1.0637,#N/A N/A,#N/A N/A,11.9882,15.8903,2.0047,562.0039,34.712
9/26/2019,10.76,1.3624,1.051,#N/A N/A,#N/A N/A,11.8451,15.7598,1.9882,557.3894,34.9993
9/27/2019,10.64,1.3472,1.0393,#N/A N/A,#N/A N/A,11.713,15.6393,1.9731,553.1299,35.2689
9/30/2019,10.98,1.399,1.0526,#N/A N/A,#N/A N/A,9.0535,13.0323,2.1379,101.1576,23.921
10/1/2019,10.58,1.348,1.0143,#N/A N/A,#N/A N/A,8.7237,12.7151,2.0859,98.6955,24.5178
10/2/2019,10.31,1.3136,0.9884,#N/A N/A,#N/A N/A,8.5011,12.501,2.0508,97.0336,24.9377
10/3/2019,10.41,1.3263,0.998,#N/A N/A,#N/A N/A,8.5836,12.5803,2.0638,97.6491,24.7805
10/4/2019,10.47,1.334,1.0037,#N/A N/A,#N/A N/A,8.633,12.6278,2.0716,98.0184,24.6871
10/7/2019,10.57,1.3467,1.0133,#N/A N/A,#N/A N/A,8.7155,12.7071,2.0846,98.6339,24.5331
10/8/2019,10.15,1.2932,0.973,#N/A N/A,#N/A N/A,8.3692,12.3741,2.03,96.0487,25.1934
10/9/2019,10.515,1.3397,1.008,#N/A N/A,#N/A N/A,8.6701,12.6635,2.0774,98.2954,24.6176
10/10/2019,10.615,1.3525,1.0176,#N/A N/A,#N/A N/A,8.7526,12.7428,2.0904,98.9109,24.4644
10/11/2019,10.59,1.3493,1.0152,#N/A N/A,#N/A N/A,8.732,12.723,2.0872,98.7571,24.5025
10/14/2019,10.38,1.3225,0.9951,#N/A N/A,#N/A N/A,8.5588,12.5565,2.0599,97.4644,24.8274
10/15/2019,10.52,1.3403,1.0085,#N/A N/A,#N/A N/A,8.6743,12.6675,2.0781,98.3262,24.6099
10/16/2019,10.81,1.3773,1.0363,#N/A N/A,#N/A N/A,8.9134,12.8975,2.1158,100.1112,24.171
10/17/2019,11.07,1.4104,1.0612,#N/A N/A,#N/A N/A,9.1278,13.1036,2.1496,101.7116,23.7907
10/18/2019,10.86,1.3837,1.0411,#N/A N/A,#N/A N/A,8.9546,12.9371,2.1223,100.419,24.097
10/21/2019,10.92,1.3913,1.0468,#N/A N/A,#N/A N/A,9.0041,12.9847,2.1301,100.7883,24.0087
10/22/2019,11.14,1.4193,1.0679,#N/A N/A,#N/A N/A,9.1855,13.1591,2.1587,102.1425,23.6904
10/23/2019,11.1,1.4142,1.0641,#N/A N/A,#N/A N/A,9.1525,13.1274,2.1535,101.8963,23.7476
10/24/2019,11,1.4015,1.0545,#N/A N/A,#N/A N/A,9.07,13.0481,2.1405,101.2807,23.8919
10/25/2019,10.955,1.3958,1.0502,#N/A N/A,#N/A N/A,9.0329,13.0124,2.1347,101.0038,23.9575
10/28/2019,11.04,1.4066,1.0584,#N/A N/A,#N/A N/A,9.103,13.0798,2.1457,101.527,23.834
10/29/2019,11.18,1.4244,1.0718,#N/A N/A,#N/A N/A,9.2185,13.1909,2.1639,102.3887,23.6334
10/30/2019,11.12,1.4168,1.066,#N/A N/A,#N/A N/A,9.169,13.1433,2.1561,102.0194,23.719
10/31/2019,10.94,1.3939,1.0488,#N/A N/A,#N/A N/A,9.0206,13.0005,2.1327,100.9114,23.9794
11/1/2019,11.19,1.4257,1.0727,#N/A N/A,#N/A N/A,9.2267,13.1988,2.1652,102.4503,23.6192
11/4/2019,11.585,1.476,1.1106,#N/A N/A,#N/A N/A,9.5524,13.512,2.2166,104.8816,23.0717
11/5/2019,11.35,1.4461,1.0881,#N/A N/A,#N/A N/A,9.3586,13.0941,2.1481,101.6378,23.808
11/6/2019,11.11,1.4155,1.0651,#N/A N/A,#N/A N/A,9.1607,12.9087,2.1177,100.1986,24.15
11/7/2019,11.27,1.4359,1.0804,#N/A N/A,#N/A N/A,9.2927,13.0323,2.1379,101.1581,23.9209
11/8/2019,11.18,1.4244,1.0718,#N/A N/A,#N/A N/A,9.2185,12.9628,2.1265,100.6183,24.0492
11/11/2019,11.03,1.4053,1.0574,#N/A N/A,#N/A N/A,9.0948,12.8469,2.1075,99.7188,24.2662
11/12/2019,10.85,1.3824,1.0401,#N/A N/A,#N/A N/A,8.9464,12.7078,2.0847,98.6393,24.5317
11/13/2019,10.72,1.3658,1.0277,#N/A N/A,#N/A N/A,8.8392,12.6074,2.0682,97.8597,24.7272
11/14/2019,10.77,1.3722,1.0325,#N/A N/A,#N/A N/A,8.8804,12.646,2.0746,98.1596,24.6516
11/15/2019,10.99,1.4002,1.0536,#N/A N/A,#N/A N/A,9.0618,12.816,2.1024,99.4789,24.3247
11/18/2019,10.61,1.3518,1.0171,#N/A N/A,#N/A N/A,8.7485,12.5224,2.0543,97.2001,24.895
11/19/2019,10.64,1.3556,1.02,#N/A N/A,#N/A N/A,8.7732,12.5456,2.0581,97.38,24.849
11/20/2019,10.59,1.3493,1.0152,#N/A N/A,#N/A N/A,8.732,12.507,2.0518,97.0801,24.9257
11/21/2019,10.77,1.3722,1.0325,#N/A N/A,#N/A N/A,8.8804,12.646,2.0746,98.1596,24.6516
11/22/2019,10.85,1.3824,1.0401,#N/A N/A,#N/A N/A,8.9464,12.7078,2.0847,98.6393,24.5317
11/25/2019,11.03,1.4053,1.0574,#N/A N/A,#N/A N/A,9.0948,12.8469,2.1075,99.7188,24.2662
11/26/2019,10.9,1.3888,1.0449,#N/A N/A,#N/A N/A,8.9876,12.7465,2.091,98.9392,24.4574
11/27/2019,10.87,1.3849,1.0421,#N/A N/A,#N/A N/A,8.9628,12.7233,2.0872,98.7593,24.5019
11/29/2019,10.78,1.3735,1.0334,#N/A N/A,#N/A N/A,8.8886,12.6538,2.0758,98.2196,24.6366
12/2/2019,10.48,1.3353,1.0047,#N/A N/A,#N/A N/A,8.6413,12.422,2.0378,96.4205,25.0963
12/3/2019,10.56,1.3454,1.0123,#N/A N/A,#N/A N/A,8.7072,12.4838,2.0479,96.9002,24.972
12/4/2019,10.05,1.2805,0.9634,#N/A N/A,#N/A N/A,8.2867,12.0898,1.9833,93.8418,25.7859
12/5/2019,10.02,1.2766,0.9606,#N/A N/A,#N/A N/A,8.262,12.0666,1.9795,93.6618,25.8354
12/6/2019,10.06,1.2817,0.9644,#N/A N/A,#N/A N/A,8.295,12.0975,1.9846,93.9017,25.7694
12/9/2019,9.96,1.269,0.9548,#N/A N/A,#N/A N/A,8.2125,12.0202,1.9719,93.302,25.9351
12/10/2019,9.97,1.2703,0.9558,#N/A N/A,#N/A N/A,8.2208,12.0279,1.9732,93.362,25.9184
12/11/2019,9.97,1.2703,0.9558,#N/A N/A,#N/A N/A,8.2208,12.0279,1.9732,93.362,25.9184
12/12/2019,9.95,1.2677,0.9539,#N/A N/A,#N/A N/A,8.2043,12.0125,1.9706,93.2421,25.9517
12/13/2019,9.57,1.2193,0.9174,#N/A N/A,#N/A N/A,7.8909,11.7189,1.9225,90.9632,26.6019
12/16/2019,9.47,1.2066,0.9078,#N/A N/A,#N/A N/A,7.8085,11.6416,1.9098,90.3635,26.7784
12/17/2019,9.4,1.1976,0.9011,#N/A N/A,#N/A N/A,7.7508,11.5876,1.9009,89.9437,26.9034
12/18/2019,9.57,1.2193,0.9174,#N/A N/A,#N/A N/A,7.8909,11.7189,1.9225,90.9632,26.6019
12/19/2019,9.75,1.2422,0.9347,#N/A N/A,#N/A N/A,8.0394,11.858,1.9453,92.0427,26.2899
12/20/2019,9.78,1.2461,0.9376,#N/A N/A,#N/A N/A,8.0641,11.8812,1.9491,92.2226,26.2386
12/23/2019,9.84,1.2537,0.9433,#N/A N/A,#N/A N/A,8.1136,11.9275,1.9567,92.5824,26.1366
12/24/2019,9.75,1.2422,0.9347,#N/A N/A,#N/A N/A,8.0394,11.858,1.9453,92.0427,26.2899
12/26/2019,9.88,1.2588,0.9471,#N/A N/A,#N/A N/A,8.1465,11.9584,1.9618,92.8223,26.0691
12/27/2019,9.89,1.2601,0.9481,#N/A N/A,#N/A N/A,8.1548,11.9661,1.963,92.8822,26.0523
12/30/2019,9.84,1.2537,0.9433,#N/A N/A,#N/A N/A,8.1136,11.9275,1.9567,92.5824,26.1366
12/31/2019,9.815,1.2408,0.9409,2919.3932,54.4157,9.2637,14.0458,1.9417,42.1938,25.8323
1/2/2020,9.69,1.225,0.9289,2882.213,53.7227,9.1457,13.9316,1.9259,41.8506,26.0441
1/3/2020,9.63,1.2174,0.9232,2864.3664,53.3901,9.0891,13.8768,1.9183,41.6859,26.147
1/6/2020,9.685,1.2244,0.9284,2880.7258,53.695,9.141,13.927,1.9253,41.8369,26.0527
1/7/2020,9.545,1.2067,0.915,2839.0839,52.9188,9.0088,13.7991,1.9076,41.4526,26.2942
1/8/2020,9.62,1.2162,0.9222,2861.392,53.3346,9.0796,13.8676,1.9171,41.6585,26.1643
1/9/2020,9.56,1.2086,0.9164,2843.5455,53.002,9.023,13.8128,1.9095,41.4937,26.2681
1/10/2020,9.55,1.2073,0.9155,2840.5711,52.9466,9.0136,13.8037,1.9082,41.4663,26.2855
1/13/2020,9.51,1.2023,0.9116,2828.6734,52.7248,8.9758,13.7671,1.9032,41.3565,26.3553
1/14/2020,9.47,1.1972,0.9078,2816.7757,52.503,8.9381,13.7305,1.8981,41.2467,26.4255
1/15/2020,9.645,1.2193,0.9246,2868.8281,53.4732,9.1032,13.8905,1.9202,41.7271,26.1212
1/16/2020,9.85,1.2452,0.9442,2929.8037,54.6098,9.2967,14.0778,1.9461,42.2899,25.7736
1/17/2020,9.7,1.2263,0.9299,2885.1874,53.7782,9.1551,13.9407,1.9272,41.8781,26.0271
1/21/2020,9.43,1.1922,0.904,2804.878,52.2813,8.9003,13.694,1.8931,41.1369,26.496
1/22/2020,9.14,1.1555,0.8762,2718.6199,50.6735,8.6266,13.429,1.8564,40.3407,27.0189
1/23/2020,9.16,1.158,0.8781,2724.5687,50.7843,8.6455,13.4472,1.859,40.3956,26.9822
1/24/2020,8.98,1.1353,0.8608,2671.0291,49.7864,8.4756,13.2827,1.8362,39.9015,27.3164
1/27/2020,8.915,1.127,0.8546,2651.6954,49.426,8.4142,13.2233,1.828,39.723,27.4391
1/28/2020,9.1,1.1504,0.8723,2706.7222,50.4517,8.5888,13.3924,1.8514,40.2309,27.0927
1/29/2020,9,1.1378,0.8628,2676.978,49.8973,8.4945,13.301,1.8388,39.9564,27.2788
1/30/2020,8.94,1.1302,0.857,2659.1315,49.5646,8.4378,13.2462,1.8312,39.7917,27.3918
1/31/2020,8.58,1.0847,0.8225,2552.0523,47.5687,8.098,12.9172,1.7857,38.8033,28.0894
2/3/2020,8.69,1.0986,0.833,2584.771,48.1786,8.2019,13.0177,1.7996,39.1053,27.8725
2/4/2020,8.64,1.0923,0.8282,2569.8989,47.9014,8.1547,12.972,1.7933,38.9681,27.9707
2/5/2020,9.08,1.1479,0.8704,2700.7733,50.3408,8.57,13.3741,1.8489,40.176,27.1297
2/6/2020,9.115,1.1523,0.8738,2711.1838,50.5349,8.603,13.4061,1.8533,40.2721,27.065
2/7/2020,9.08,1.1479,0.8704,2700.7733,50.3408,8.57,13.3741,1.8489,40.176,27.1297
2/10/2020,9.05,1.1441,0.8676,2691.8501,50.1745,8.5416,13.3467,1.8451,40.0936,27.1854
2/11/2020,9.14,1.1555,0.8762,2718.6199,50.6735,8.6266,13.429,1.8564,40.3407,27.0189
2/12/2020,9.125,1.1536,0.8747,2714.1582,50.5903,8.6124,13.4153,1.8545,40.2995,27.0465
2/13/2020,9.06,1.1454,0.8685,2694.8245,50.2299,8.5511,13.3559,1.8463,40.1211,27.1668
2/14/2020,8.85,1.1188,0.8484,2632.3617,49.0657,8.3529,13.1639,1.8198,39.5446,27.5629
2/18/2020,8.86,1.1201,0.8493,2635.3361,49.1211,8.3623,13.1731,1.8211,39.572,27.5438
2/19/2020,8.69,1.0986,0.833,2584.771,48.1786,8.2019,13.0177,1.7996,39.1053,27.8725
2/20/2020,8.73,1.1037,0.8369,2596.6686,48.4004,8.2396,13.0543,1.8046,39.2151,27.7945
2/21/2020,8.53,1.0784,0.8177,2537.1802,47.2915,8.0509,12.8715,1.7794,38.6661,28.1891
2/24/2020,8.37,1.0581,0.8024,2489.5895,46.4045,7.8998,12.7253,1.7592,38.2268,28.513
2/25/2020,8.21,1.0379,0.787,2441.9988,45.5174,7.7488,12.5791,1.7389,37.7876,28.8445
2/26/2020,8.19,1.0354,0.7851,2436.05,45.4065,7.73,12.5608,1.7364,37.7327,28.8865
2/27/2020,7.91,1,0.7583,2352.7662,43.8542,7.4657,12.3049,1.701,36.964,29.4872
2/28/2020,7.54,0.9532,0.7228,2242.7127,41.8028,7.1165,11.9668,1.6543,35.9482,30.3204
3/2/2020,7.94,1.0038,0.7611,2361.6895,44.0205,7.494,12.3323,1.7048,37.0463,29.4216
3/3/2020,7.3,0.9229,0.6998,2171.3266,40.4722,6.8899,11.7612,1.6259,35.3307,30.8504
3/4/2020,7.65,0.9671,0.7333,2275.4313,42.4127,7.2203,12.0817,1.6702,36.2935,30.0319
3/5/2020,7.22,0.9128,0.6921,2147.5312,40.0287,6.8144,11.6879,1.6158,35.1106,31.0437
3/6/2020,7.64,0.9659,0.7324,2272.4569,42.3572,7.2108,12.0725,1.6689,36.266,30.0547
3/9/2020,6.72,0.8496,0.6442,1998.8102,37.2566,6.3425,11.23,1.5525,33.7351,32.3095
3/10/2020,6.52,0.8243,0.625,1939.3218,36.1478,6.1538,11.0469,1.5271,33.1849,32.8452
3/11/2020,6.31,0.7977,0.6049,1876.859,34.9835,5.9556,10.8546,1.5005,32.6072,33.4271
3/12/2020,5.51,0.6966,0.5282,1638.9054,30.5482,5.2005,10.1219,1.3993,30.4064,35.8465
3/13/2020,6.1,0.7712,0.5848,1814.3962,33.8193,5.7574,10.6623,1.474,32.0295,34.03
3/16/2020,5.19,0.6561,0.4975,1543.724,28.7741,4.8985,9.8289,1.3588,29.5261,36.9153
3/17/2020,5.02,0.6346,0.4812,1493.1588,27.8316,4.738,9.6732,1.3372,29.0584,37.5094
3/18/2020,5.5,0.6953,0.5272,1635.931,30.4928,5.1911,10.1128,1.398,30.3789,35.879
3/19/2020,5.76,0.7282,0.5522,1713.2659,31.9343,5.4365,10.3509,1.4309,31.0941,35.0536
3/20/2020,5.51,0.6966,0.5282,1638.9054,30.5482,5.2005,10.1219,1.3993,30.4064,35.8465
3/23/2020,5.49,0.6941,0.5263,1632.9566,30.4373,5.1816,10.1036,1.3967,30.3514,35.9115
3/24/2020,6.04,0.7636,0.579,1796.5497,33.4866,5.7007,10.6073,1.4664,31.8644,34.2063
3/25/2020,6.49,0.8205,0.6221,1930.3986,35.9815,6.1254,11.0194,1.5233,33.1024,32.9271
3/26/2020,6.74,0.8521,0.6461,2004.7591,37.3675,6.3614,11.2483,1.555,33.7901,32.2569
3/27/2020,6.59,0.8331,0.6317,1960.1428,36.5359,6.2198,11.111,1.536,33.3775,32.6557
3/30/2020,7.23,0.914,0.6931,2150.5057,40.0841,6.8239,11.6971,1.617,35.1381,31.0194
