Date,Price,P/B,P/S,P/FCF,P/E,P/EBITDA,EV/FCF,EV/B,LTDebt/EV,EV/EBITDA
5/20/2010,13.55,21.342,,,,,,50.4853,0,
5/21/2010,13.55,21.342,,,,,,50.4855,0,
5/24/2010,13.5,21.2632,,,,,,50.2945,0,
5/25/2010,12.86,20.2552,,,,,,47.8499,0,
5/26/2010,13.02,20.5072,,,,,,48.4611,0,
5/27/2010,13,20.4757,,,,,,48.3845,0,
5/28/2010,12.97,20.4284,,,,,,48.2699,0,
6/1/2010,12.99,20.4599,,,,,,48.3463,0,
6/2/2010,13.1,20.6332,,,,,,48.7665,0,
6/3/2010,13.93,21.9405,,,,,,51.9368,0,
6/4/2010,13.31,20.9639,,,,,,49.5686,0,
6/7/2010,13.09,20.6174,,,,,,48.7283,0,
6/8/2010,12.98,20.4442,,,,,,48.3081,0,
6/9/2010,13.2,20.7907,,,,,,49.1484,0,
6/10/2010,13.22,20.8222,,,,,,49.2248,0,
6/11/2010,13.25,20.8694,,,,,,49.3394,0,
6/14/2010,13.25,20.8694,,,,,,49.3394,0,
6/15/2010,13.35,21.0269,,,,,,49.7214,0,
6/16/2010,13.45,21.1844,,,,,,50.1034,0,
6/17/2010,13.42,21.1372,,,,,,49.9888,0,
6/18/2010,14.04,22.1137,,,,,,52.357,0,
6/21/2010,13.87,21.846,,,,,,51.7076,0,
6/22/2010,14.47,22.791,,,,,,53.9995,0,
6/23/2010,14.29,22.5075,,,,,,53.3119,0,
6/24/2010,13.33,20.9954,,,,,,49.645,0,
6/25/2010,13.3,20.9482,,,,,,49.5304,0,
6/28/2010,13.74,21.6412,,,,,,51.2111,0,
6/29/2010,13.71,21.594,,,,,,51.0965,0,
6/30/2010,13.23,10.894,,,,,,9.8045,0,
7/1/2010,13.03,10.7294,,,,,,9.6399,0,
7/2/2010,12.87,10.5976,,,,,,9.5082,0,
7/6/2010,12.82,10.5564,,,,,,9.4671,0,
7/7/2010,12.96,10.6717,,,,,,9.5823,0,
7/8/2010,13.19,10.8611,,,,,,9.7716,0,
7/9/2010,13.18,10.8529,,,,,,9.7634,0,
7/12/2010,13.16,10.8364,,,,,,9.7469,0,
7/13/2010,12.95,10.6635,,,,,,9.5741,0,
7/14/2010,13,10.7047,,,,,,9.6152,0,
7/15/2010,12.95,10.6635,,,,,,9.5741,0,
7/16/2010,12.06,9.9306,,,,,,8.8416,0,
7/19/2010,11.78,9.7001,,,,,,8.6112,0,
7/20/2010,11.68,9.6177,,,,,,8.5289,0,
7/21/2010,11.46,9.4366,,,,,,8.3478,0,
7/22/2010,11.7,9.6342,,,,,,8.5453,0,
7/23/2010,11.81,9.7248,,,,,,8.6359,0,
7/26/2010,11.89,9.7906,,,,,,8.7017,0,
7/27/2010,11.9,9.7989,,,,,,8.7099,0,
7/28/2010,11.57,9.5271,,,,,,8.4383,0,
7/29/2010,11.51,9.4777,,,,,,8.3889,0,
7/30/2010,11.89,9.7906,,,,,,8.7017,0,
8/2/2010,11.78,9.7001,,,,,,8.6112,0,
8/3/2010,11.76,9.6836,,,,,,8.5947,0,
8/4/2010,11.83,9.7412,,,,,,8.6523,0,
8/5/2010,11.4,9.3872,,,,,,8.2984,0,
8/6/2010,11.01,9.066,,,,,,7.9774,0,
8/9/2010,11.31,9.3131,,,,,,8.2243,0,
8/10/2010,11.21,9.2307,,,,,,8.142,0,
8/11/2010,10.7,8.8108,,,,,,7.7223,0,
8/12/2010,11.45,9.4283,,,,,,8.3396,0,
8/13/2010,10.58,8.7119,,,,,,7.6235,0,
8/16/2010,10.7,8.8108,,,,,,7.7268,0,
8/17/2010,10.81,8.9013,,,,,,7.8174,0,
8/18/2010,10.65,8.7696,,,,,,7.6856,0,
8/19/2010,10.29,8.4731,,,,,,7.3892,0,
8/20/2010,10.38,8.5473,,,,,,7.4633,0,
8/23/2010,9.89,8.1438,,,,,,7.0598,0,
8/24/2010,9.52,7.8391,,,,,,6.7551,0,
8/25/2010,9.68,7.9709,,,,,,6.8869,0,
8/26/2010,9.25,7.6168,,,,,,6.5328,0,
8/27/2010,9.65,7.9462,,,,,,6.8622,0,
8/30/2010,9.59,7.8967,,,,,,6.8128,0,
8/31/2010,9.41,7.7485,,,,,,6.6646,0,
9/1/2010,9.87,8.1273,,,,,,7.0433,0,
9/2/2010,10.46,8.6131,,,,,,7.5292,0,
9/3/2010,10.89,8.9672,,,,,,7.8832,0,
9/7/2010,10.19,8.3908,,,,,,7.3068,0,
9/8/2010,10.37,8.539,,,,,,7.4551,0,
9/9/2010,11.07,9.1154,,,,,,8.0315,0,
9/10/2010,11.38,9.3707,,,,,,8.2867,0,
9/13/2010,12.09,9.9553,,,,,,8.8714,0,
9/14/2010,11.97,9.8565,,,,,,8.7726,0,
9/15/2010,12.04,9.9142,,,,,,8.8302,0,
9/16/2010,11.87,9.7742,,,,,,8.6902,0,
9/17/2010,11.43,9.4119,,,,,,8.3279,0,
9/20/2010,11.88,9.7824,,,,,,8.6984,0,
9/21/2010,11.48,9.453,,,,,,8.3691,0,
9/22/2010,11.42,9.4036,,,,,,8.3197,0,
9/23/2010,11.03,9.0825,,,,,,7.9985,0,
9/24/2010,11.17,9.1978,,,,,,8.1138,0,
9/27/2010,10.61,8.7366,,,,,,7.6527,0,
9/28/2010,10.81,8.9013,,,,,,7.8174,0,
9/29/2010,11.04,9.0907,,,,,,8.0068,0,
9/30/2010,10.83,8.2991,,,,,,7.2504,0,
10/1/2010,10.91,8.3604,0.9606,53.3032,58.6559,20.937,64.4951,7.3117,0,32.8411
10/4/2010,10.74,8.2301,0.9457,52.4726,57.7419,20.6108,63.346,7.1814,0,32.256
10/5/2010,11.19,8.5749,0.9853,54.6712,60.1613,21.4743,66.3877,7.5263,0,33.8049
10/6/2010,11.07,8.483,0.9747,54.0849,59.5161,21.244,65.5766,7.4343,0,33.3918
10/7/2010,11,8.4293,0.9686,53.7429,59.1398,21.1097,65.1034,7.3807,0,33.1509
10/8/2010,10.88,8.3374,0.958,53.1566,58.4946,20.8794,64.2923,7.2887,0,32.7379
10/11/2010,10.83,8.2991,0.9536,52.9123,58.2258,20.7835,63.9543,7.2504,0,32.5658
10/12/2010,10.79,8.2684,0.9501,52.7169,58.0108,20.7067,63.6839,7.2197,0,32.4281
10/13/2010,10.79,8.2684,0.9501,52.7169,58.0108,20.7067,63.6839,7.2197,0,32.4281
10/14/2010,10.6,8.1228,0.9333,51.7886,56.9892,20.3421,62.3997,7.0741,0,31.7741
10/15/2010,10.52,8.0615,0.9263,51.3978,56.5591,20.1886,61.8589,7.0128,0,31.4988
10/18/2010,10.62,8.1381,0.9351,51.8863,57.0968,20.3805,62.5349,7.0895,0,31.843
10/19/2010,10.61,8.1305,0.9342,51.8375,57.043,20.3613,62.4673,7.0818,0,31.8086
10/20/2010,10.96,8.3987,0.965,53.5475,58.9247,21.0329,64.833,7.35,0,33.0132
10/21/2010,10.87,8.3297,0.9571,53.1078,58.4409,20.8602,64.2247,7.281,0,32.7034
10/22/2010,11.13,8.529,0.98,54.3781,59.8387,21.3592,65.9821,7.4803,0,33.5983
10/25/2010,11.46,8.7818,1.0091,55.9903,61.6129,21.9925,68.2127,7.7332,0,34.7342
10/26/2010,11.49,8.8048,1.0117,56.1369,61.7742,22.0501,68.4155,7.7561,0,34.8374
10/27/2010,11.17,8.5596,0.9835,54.5735,60.0538,21.436,66.2525,7.5109,0,33.736
10/28/2010,10.89,8.345,0.9589,53.2055,58.5484,20.8986,64.3599,7.2964,0,32.7723
10/29/2010,10.78,8.2608,0.9492,52.6681,57.957,20.6875,63.6164,7.2121,0,32.3937
11/1/2010,10.6,8.1228,0.9333,51.7886,56.9892,20.3421,62.3997,7.0741,0,31.7741
11/2/2010,10.52,8.0615,0.9263,51.3978,56.5591,20.1886,61.8589,7.0128,0,31.4988
11/3/2010,10.3,7.8929,0.9069,50.3229,55.3763,19.7664,60.3719,6.8443,0,30.7416
11/4/2010,9.99,7.6554,0.8796,48.8083,53.7097,19.1715,58.2765,6.6067,0,29.6746
11/5/2010,9.98,7.6477,0.8787,48.7595,53.6559,19.1523,58.2089,6.599,0,29.6402
11/8/2010,9.77,7.4868,0.8603,47.7335,52.5269,18.7493,56.7894,6.4381,0,28.9174
11/9/2010,9.63,7.3795,0.8479,47.0495,51.7742,18.4806,55.8431,6.3308,0,28.4355
11/10/2010,9.75,7.4715,0.8585,47.6358,52.4194,18.7109,56.6542,6.4228,0,28.8485
11/11/2010,9,6.8967,0.7925,43.9715,48.3871,17.2716,51.5847,5.8481,0,26.2671
11/12/2010,9.63,7.3795,0.8479,47.0495,51.7742,18.4806,55.8431,6.3308,0,28.4355
11/15/2010,9.89,7.5787,0.8708,48.3198,53.172,18.9795,57.6012,6.5301,0,29.3307
11/16/2010,9.71,7.4408,0.855,47.4403,52.2043,18.6341,56.3845,6.3922,0,28.7112
11/17/2010,9.84,7.5404,0.8664,48.0755,52.9032,18.8836,57.2632,6.4918,0,29.1586
11/18/2010,10.46,8.0155,0.921,51.1046,56.2366,20.0734,61.4541,6.9669,0,31.2926
11/19/2010,12.44,9.5328,1.0954,60.7784,66.8817,23.8732,74.8377,8.4842,0,38.1076
11/22/2010,14.3,10.9581,1.2591,69.8658,76.8817,27.4426,87.4103,9.9095,0,44.5096
11/23/2010,13.5,10.3451,1.1887,65.9572,72.5806,25.9074,82.0027,9.2965,0,41.7561
11/24/2010,13.46,10.3144,1.1852,65.7618,72.3656,25.8306,81.7323,9.2659,0,41.6184
11/26/2010,13.3,10.1918,1.1711,64.9801,71.5054,25.5236,80.6508,9.1432,0,41.0677
11/29/2010,13.64,10.4524,1.201,66.6412,73.3333,26.176,82.949,9.4038,0,42.2379
11/30/2010,13.69,10.4907,1.2054,66.8855,73.6022,26.272,83.287,9.4421,0,42.41
12/1/2010,14.23,10.9045,1.253,69.5238,76.5054,27.3083,86.9371,9.8559,0,44.2687
12/2/2010,14.38,11.0194,1.2662,70.2567,77.3118,27.5961,87.951,9.9709,0,44.785
12/3/2010,14.32,10.9735,1.2609,69.9635,76.9892,27.481,87.5454,9.9249,0,44.5785
12/6/2010,14.17,10.8585,1.2477,69.2306,76.1828,27.1931,86.5315,9.8099,0,44.0622
12/7/2010,14,10.7283,1.2327,68.4001,75.2688,26.8669,85.3824,9.6797,0,43.477
12/8/2010,13.99,10.7206,1.2318,68.3512,75.2151,26.8477,85.3148,9.672,0,43.4426
12/9/2010,13.96,10.6976,1.2292,68.2046,75.0538,26.7901,85.112,9.649,0,43.3394
12/10/2010,14.32,10.9735,1.2609,69.9635,76.9892,27.481,87.5454,9.9249,0,44.5785
12/13/2010,14.22,10.8968,1.2521,69.4749,76.4516,27.2891,86.8695,9.8482,0,44.2343
12/14/2010,13.99,10.7206,1.2318,68.3512,75.2151,26.8477,85.3148,9.672,0,43.4426
12/15/2010,13.98,10.7129,1.231,68.3024,75.1613,26.8285,85.2472,9.6643,0,43.4082
12/16/2010,14.06,10.7742,1.238,68.6932,75.5914,26.982,85.788,9.7256,0,43.6836
12/17/2010,14.13,10.8279,1.2442,69.0352,75.9677,27.1164,86.2612,9.7793,0,43.9245
12/20/2010,14.41,11.0424,1.2688,70.4032,77.4731,27.6537,88.1538,9.9938,0,44.8882
12/21/2010,14.65,11.2264,1.2899,71.5758,78.7634,28.1143,89.7761,10.1778,0,45.7143
12/22/2010,15.02,11.5099,1.3225,73.3835,80.7527,28.8243,92.277,10.4613,0,46.9878
12/23/2010,15.05,11.5329,1.3252,73.5301,80.914,28.8819,92.4798,10.4843,0,47.0911
12/27/2010,15.3,11.7244,1.3472,74.7515,82.2581,29.3617,94.1697,10.6758,0,47.9515
12/28/2010,15.47,11.8547,1.3621,75.5821,83.172,29.6879,95.3188,10.8061,0,48.5367
12/29/2010,15.92,12.1996,1.4018,77.7807,85.5914,30.5515,98.3605,11.151,0,50.0855
12/30/2010,16.08,12.3222,1.4159,78.5624,86.4516,30.8586,99.442,11.2736,0,50.6362
12/31/2010,16.25,10.797,1.7168,155.0031,125,40.975,59.312,9.2784,0,46.5023
1/3/2011,16.37,10.8767,1.7295,156.1478,125.9231,41.2776,59.8015,9.3549,0,46.8861
1/4/2011,16.41,10.9033,1.7337,156.5293,126.2308,41.3784,59.9647,9.3805,0,47.014
1/5/2011,16.5,10.9631,1.7432,157.3878,126.9231,41.6054,60.3317,9.4379,0,47.3018
1/6/2011,16.67,11.076,1.7612,159.0094,128.2308,42.034,61.0251,9.5464,0,47.8455
1/7/2011,17.03,11.3152,1.7992,162.4433,131,42.9418,62.4935,9.7761,0,48.9967
1/10/2011,17.14,11.3883,1.8108,163.4925,131.8462,43.2191,62.9422,9.8462,0,49.3485
1/11/2011,17.28,11.4813,1.8256,164.8279,132.9231,43.5722,63.5132,9.9356,0,49.7962
1/12/2011,17.23,11.4481,1.8204,164.351,132.5385,43.4461,63.3093,9.9037,0,49.6363
1/13/2011,17.3,11.4946,1.8278,165.0187,133.0769,43.6226,63.5948,9.9483,0,49.8601
1/14/2011,17.35,11.5278,1.833,165.4956,133.4615,43.7487,63.7987,9.9802,0,50.02
1/18/2011,17.44,11.5876,1.8425,166.3541,134.1538,43.9756,64.1658,10.0377,0,50.3078
1/19/2011,17.43,11.581,1.8415,166.2587,134.0769,43.9504,64.125,10.0313,0,50.2759
1/20/2011,18,11.9597,1.9017,171.6958,138.4615,45.3877,66.4499,10.395,0,52.0986
1/21/2011,18.29,12.1524,1.9323,174.462,140.6923,46.1189,67.6328,10.58,0,53.026
1/24/2011,18.47,12.272,1.9514,176.1789,142.0769,46.5728,68.367,10.6949,0,53.6017
1/25/2011,18.44,12.2521,1.9482,175.8928,141.8462,46.4971,68.2446,10.6757,0,53.5057
1/26/2011,18.78,12.478,1.9841,179.1359,144.4615,47.3545,69.6314,10.8927,0,54.593
1/27/2011,18.35,12.1923,1.9387,175.0343,141.1538,46.2702,67.8775,10.6183,0,53.2179
1/28/2011,18.15,12.0594,1.9176,173.1266,139.6154,45.7659,67.0617,10.4907,0,52.5783
1/31/2011,18.14,12.0527,1.9165,173.0312,139.5385,45.7407,67.021,10.4843,0,52.5464
2/1/2011,18.56,12.3318,1.9609,177.0374,142.7692,46.7997,68.734,10.7523,0,53.8895
2/2/2011,18.44,12.2521,1.9482,175.8928,141.8462,46.4971,68.2446,10.6757,0,53.5057
2/3/2011,18.54,12.3185,1.9588,176.8466,142.6154,46.7493,68.6525,10.7395,0,53.8255
2/4/2011,18.29,12.1524,1.9323,174.462,140.6923,46.1189,67.6328,10.58,0,53.026
2/7/2011,18.63,12.3783,1.9683,177.7051,143.3077,46.9762,69.0196,10.797,0,54.1133
2/8/2011,18.75,12.458,1.9809,178.8498,144.2308,47.2788,69.509,10.8735,0,54.4971
2/9/2011,18.69,12.4182,1.9746,178.2774,143.7692,47.1275,69.2643,10.8352,0,54.3052
2/10/2011,19.24,12.7836,2.0327,183.5237,148,48.5144,71.5076,11.1862,0,56.064
2/11/2011,19.27,12.8035,2.0359,183.8099,148.2308,48.59,71.63,11.2053,0,56.16
2/14/2011,19.92,13.2354,2.1046,190.01,153.2308,50.229,74.2812,11.6201,0,58.2386
2/15/2011,19.99,13.2819,2.112,190.6777,153.7692,50.4055,74.5667,11.6647,0,58.4624
2/16/2011,20.3,13.4879,2.1447,193.6347,156.1538,51.1872,75.8311,11.8625,0,59.4538
2/17/2011,20.89,13.8799,2.207,199.2625,160.6923,52.6749,78.2376,12.239,0,61.3405
2/18/2011,21.44,14.2453,2.2651,204.5087,164.9231,54.0617,80.481,12.5899,0,63.0994
2/22/2011,21.11,14.0261,2.2303,201.361,162.3846,53.2296,79.135,12.3793,0,62.0441
2/23/2011,20.84,13.8467,2.2018,198.7855,160.3077,52.5488,78.0337,12.2071,0,61.1806
2/24/2011,20.87,13.8666,2.2049,199.0717,160.5385,52.6245,78.156,12.2262,0,61.2766
2/25/2011,20.5,13.6208,2.1658,195.5424,157.6923,51.6915,76.6469,11.9901,0,60.0934
2/28/2011,20.33,13.5078,2.1479,193.9208,156.3846,51.2628,75.9535,11.8817,0,59.5497
3/1/2011,20.75,13.7869,2.1922,197.9271,159.6154,52.3219,77.6666,12.1496,0,60.8928
3/2/2011,20,13.2886,2.113,190.7731,153.8462,50.4307,74.6075,11.6711,0,58.4944
3/3/2011,21.48,14.2719,2.2694,204.8903,165.2308,54.1626,80.6441,12.6154,0,63.2273
3/4/2011,22.49,14.943,2.3761,214.5243,173,56.7094,84.7637,13.2599,0,66.4572
3/7/2011,23.47,15.5941,2.4796,223.8722,180.5385,59.1805,88.7609,13.8852,0,69.5911
3/8/2011,24.96,16.5841,2.637,238.0848,192,62.9376,94.8383,14.8359,0,74.3559
3/9/2011,24.6,16.3449,2.599,234.6509,189.2308,62.0298,93.3699,14.6062,0,73.2047
3/10/2011,24.02,15.9596,2.5377,229.1185,184.7692,60.5673,91.0042,14.2361,0,71.3499
3/11/2011,23.64,15.7071,2.4976,225.4938,181.8462,59.6091,89.4543,13.9936,0,70.1347
3/14/2011,23.94,15.9064,2.5293,228.3554,184.1538,60.3656,90.6779,14.185,0,71.0941
3/15/2011,23.65,15.7137,2.4986,225.5892,181.9231,59.6343,89.4951,14,0,70.1667
3/16/2011,24.25,16.1124,2.562,231.3124,186.5385,61.1473,91.9423,14.3828,0,72.0854
3/17/2011,25.25,16.7768,2.6677,240.851,194.2308,63.6688,96.0211,15.0209,0,75.2833
3/18/2011,25.4,16.8765,2.6835,242.2818,195.3846,64.047,96.633,15.1166,0,75.763
3/21/2011,24.9,16.5443,2.6307,237.5125,191.5385,62.7863,99.1255,15.5065,0,77.7173
3/22/2011,25.24,16.7702,2.6666,240.7556,194.1538,63.6436,100.5742,15.7332,0,78.8531
3/23/2011,25.01,16.6173,2.6423,238.5617,192.3846,63.0636,99.5942,15.5799,0,78.0847
3/24/2011,24.25,16.1124,2.562,231.3124,186.5385,61.1473,96.356,15.0733,0,75.5459
3/25/2011,26.05,17.3084,2.7522,248.4819,200.3846,65.686,104.0255,16.273,0,81.5589
3/28/2011,26.69,17.7336,2.8198,254.5867,205.3077,67.2998,107.9179,16.882,0,84.6108
3/29/2011,26.91,17.8798,2.8431,256.6852,207,67.8545,108.8649,17.0301,0,85.3532
3/30/2011,27.57,18.3183,2.9128,262.9807,212.0769,69.5188,111.7059,17.4745,0,87.5806
3/31/2011,27.76,16.7587,3.5697,,213.5385,77.9464,,16.0692,0,89.592
4/1/2011,27.66,16.6983,3.5568,,212.7692,77.6656,,16.0086,0,89.2542
4/4/2011,27.08,16.3482,3.4822,,208.3077,76.037,,15.6572,0,87.295
4/5/2011,27.13,16.3783,3.4886,,208.6923,76.1774,,15.6875,0,87.4639
4/6/2011,26.76,16.155,3.4411,,205.8462,75.1385,,15.4633,0,86.214
4/7/2011,26.58,16.0463,3.4179,,204.4615,74.6331,,15.3543,0,85.606
4/8/2011,26.17,15.7988,3.3652,,201.3077,73.4819,,15.1059,0,84.221
4/11/2011,26.61,16.0644,3.4218,,204.6923,74.7174,,15.3725,0,85.7073
4/12/2011,26.75,16.1489,3.4398,,205.7692,75.1105,,15.4573,0,86.1802
4/13/2011,26.9,16.2395,3.4591,,206.9231,75.5316,,15.5482,0,86.6869
4/14/2011,26.76,16.155,3.4411,,205.8462,75.1385,,15.4633,0,86.214
4/15/2011,26.65,16.0886,3.4269,,205,74.8297,,15.3967,0,85.8424
4/18/2011,26.06,15.7324,3.3511,,200.4615,73.173,,15.0392,0,83.8494
4/19/2011,26.85,16.2093,3.4526,,206.5385,75.3912,,15.5179,0,86.518
4/20/2011,26.56,16.0342,3.4154,,204.3077,74.577,,15.3422,0,85.5384
4/21/2011,26.5,15.998,3.4076,,203.8462,74.4085,,15.3058,0,85.3357
4/25/2011,26.04,15.7203,3.3485,,200.3077,73.1169,,15.0271,0,83.7818
4/26/2011,25.81,15.5815,3.3189,,198.5385,72.4711,,14.8878,0,83.0049
4/27/2011,25.82,15.5875,3.3202,,198.6154,72.4991,,14.8938,0,83.0387
4/28/2011,26.79,16.1731,3.4449,,206.0769,75.2228,,15.4815,0,86.3153
4/29/2011,28.24,17.0484,3.6314,,217.2308,79.2942,,16.36,0,91.2135
5/2/2011,29.64,17.8936,3.8114,,228,83.2252,,17.2083,0,95.9427
5/3/2011,29.38,17.7367,3.778,,226,82.4951,,17.0508,0,95.0644
5/4/2011,27.49,16.5957,3.5349,,211.4615,77.1883,,15.9056,0,88.68
5/5/2011,27.61,16.6681,3.5504,,212.3846,77.5252,,15.9783,0,89.0853
5/6/2011,27.8,16.7828,3.5748,,213.8462,78.0587,,16.0935,0,89.7272
5/9/2011,28.34,17.1088,3.6442,,218,79.575,,16.4206,0,91.5513
5/10/2011,28.49,17.1994,3.6635,,219.1538,79.9961,,16.5115,0,92.058
5/11/2011,26.75,16.1489,3.4398,,205.7692,75.1105,,15.4573,0,86.1802
5/12/2011,26.36,15.9135,3.3896,,202.7692,74.0154,,15.221,0,84.8628
5/13/2011,25.27,15.2555,3.2495,,194.3846,70.9548,,14.5727,0,81.2481
5/16/2011,24.47,14.7725,3.1466,,188.2308,68.7085,,14.0876,0,78.5435
5/17/2011,24.4,14.7302,3.1376,,187.6923,68.512,,14.0451,0,78.3069
5/18/2011,24.7,14.9114,3.1762,,190,69.3543,,14.227,0,79.3211
5/19/2011,24.95,15.0623,3.2083,,191.9231,70.0563,,14.3786,0,80.1662
5/20/2011,24.37,14.7121,3.1337,,187.4615,68.4277,,14.0269,0,78.2054
5/23/2011,23.3,14.0662,2.9961,,179.2308,65.4233,,13.3781,0,74.5881
5/24/2011,23.58,14.2352,3.0322,,181.3846,66.2095,,13.5479,0,75.5347
5/25/2011,24.03,14.5069,3.09,,184.8462,67.4731,,13.8208,0,77.056
5/26/2011,24.32,14.682,3.1273,,187.0769,68.2873,,13.9966,0,78.0364
5/27/2011,24.48,14.7785,3.1479,,188.3077,68.7366,,14.0936,0,78.5773
5/31/2011,24.34,14.694,3.1299,,187.2308,68.3435,,14.0087,0,78.104
6/1/2011,23.97,14.4707,3.0823,,184.3846,67.3046,,13.7844,0,76.8532
6/2/2011,24.21,14.6155,3.1132,,186.2308,67.9785,,13.9299,0,77.6645
6/3/2011,23.95,14.4586,3.0797,,184.2308,67.2484,,13.7723,0,76.7856
6/6/2011,23.73,14.3258,3.0514,,182.5385,66.6307,,13.6389,0,76.0418
6/7/2011,23.16,13.9817,2.9781,,178.1538,65.0302,,13.2932,0,74.1148
6/8/2011,22.7,13.704,2.919,,174.6154,63.7386,,13.0143,0,72.5597
6/9/2011,22.18,13.39,2.8521,,170.6154,62.2785,,12.699,0,70.8017
6/10/2011,21.91,13.227,2.8174,,168.5385,61.5204,,12.5353,0,69.8889
6/13/2011,22.1,13.3417,2.8418,,170,62.0539,,12.6505,0,70.5313
6/14/2011,23.91,14.4344,3.0746,,183.9231,67.1361,,13.748,0,76.6503
6/15/2011,23.65,14.2775,3.0412,,181.9231,66.4061,,13.5903,0,75.7713
6/16/2011,23.46,14.1628,3.0167,,180.4615,65.8726,,13.4751,0,75.129
6/17/2011,23.02,13.8971,2.9601,,177.0769,64.6371,,13.2083,0,73.6415
6/20/2011,23.42,14.1386,3.0116,,180.1538,65.7603,,13.4509,0,74.9938
6/21/2011,24.16,14.5854,3.1067,,185.8462,67.8381,,13.8996,0,77.4955
6/22/2011,24.37,14.7121,3.1337,,187.4615,68.4277,,14.0269,0,78.2054
6/23/2011,24.55,14.8208,3.1569,,188.8462,68.9331,,14.1361,0,78.814
6/24/2011,24.59,14.8449,3.162,,189.1538,69.0455,,14.1603,0,78.9492
6/27/2011,26.7,16.1188,3.4334,,205.3846,74.9701,,15.4397,0,86.0825
6/28/2011,28.54,17.2296,3.67,,219.5385,80.1365,,16.5554,0,92.3029
6/29/2011,28.41,17.1511,3.6532,,218.5385,79.7715,,16.4766,0,91.8634
6/30/2011,28.79,14.6289,3.9908,,169.3529,77.1307,,13.6556,0,74.7075
7/1/2011,28.91,14.6898,4.0074,,170.0588,77.4522,,13.7158,0,75.0368
7/5/2011,29.84,15.1624,4.1363,,175.5294,79.9438,,14.1822,0,77.5885
7/6/2011,29.01,14.7406,4.0212,,170.6471,77.7201,,13.7659,0,75.3112
7/7/2011,28.69,14.578,3.9769,,168.7647,76.8628,,13.6054,0,74.4331
7/8/2011,27.81,14.1309,3.8549,,163.5882,74.5052,,13.1641,0,72.0185
7/11/2011,27.39,13.9175,3.7967,,161.1176,73.38,,12.9534,0,70.8661
7/12/2011,27.86,14.1563,3.8618,,163.8824,74.6392,,13.1891,0,72.1557
7/13/2011,27.99,14.2224,3.8799,,164.6471,74.9875,,13.2543,0,72.5124
7/14/2011,27.31,13.8768,3.7856,,160.6471,73.1657,,12.9133,0,70.6466
7/15/2011,27.44,13.9429,3.8036,,161.4118,73.514,,12.9785,0,71.0033
7/18/2011,27.22,13.8311,3.7731,,160.1176,72.9246,,12.8682,0,70.3997
7/19/2011,29.24,14.8575,4.0531,,172,78.3363,,13.8813,0,75.9422
7/20/2011,30.02,15.2538,4.1612,,176.5882,80.426,,14.2725,0,78.0824
7/21/2011,30.24,15.3656,4.1917,,177.8824,81.0154,,14.3828,0,78.6861
7/22/2011,30.26,15.3758,4.1945,,178,81.069,,14.3928,0,78.741
7/25/2011,29.99,15.2386,4.1571,,176.4118,80.3456,,14.2574,0,78.0001
7/26/2011,30.01,15.2488,4.1599,,176.5294,80.3992,,14.2675,0,78.055
7/27/2011,29.48,14.9795,4.0864,,173.4118,78.9793,,14.0016,0,76.6008
7/28/2011,30.02,15.2538,4.1612,,176.5882,80.426,,14.2725,0,78.0824
7/29/2011,30.04,15.264,4.164,,176.7059,80.4796,,14.2825,0,78.1373
8/1/2011,30.8,15.6502,4.2694,,181.1765,82.5157,,14.6637,0,80.2226
8/2/2011,30.14,15.3148,4.1779,,177.2941,80.7475,,14.3327,0,78.4117
8/3/2011,30.49,15.4927,4.2264,,179.3529,81.6852,,14.5082,0,79.372
8/4/2011,29.86,15.1725,4.1391,,175.6471,79.9974,,14.1922,0,77.6434
8/5/2011,29.11,14.7915,4.0351,,171.2353,77.9881,,13.8161,0,75.5855
8/8/2011,27.65,14.0496,3.8327,,162.6471,74.0766,,13.0838,0,71.5795
8/9/2011,28.6,14.5323,3.9644,,168.2353,76.6217,,13.5603,0,74.1862
8/10/2011,26.81,13.6228,3.7163,,157.7059,71.8262,,12.6625,0,69.2747
8/11/2011,27.2,13.8209,3.7704,,160,72.871,,12.8581,0,70.3448
8/12/2011,27.2,13.8209,3.7704,,160,72.871,,13.0472,0,71.379
8/15/2011,28.12,14.2884,3.8979,,165.4118,75.3358,,13.515,0,73.9384
8/16/2011,28.36,14.4104,3.9311,,166.8235,75.9787,,13.637,0,74.606
8/17/2011,28.09,14.2732,3.8937,,165.2353,75.2554,,13.4997,0,73.8549
8/18/2011,26.12,13.2722,3.6206,,153.6471,69.9776,,12.498,0,68.3746
8/19/2011,24.99,12.698,3.464,,147,66.9502,,11.9234,0,65.2311
8/22/2011,24.83,12.6167,3.4418,,146.0588,66.5216,,11.842,0,64.786
8/23/2011,25.16,12.7844,3.4876,,148,67.4057,,12.0099,0,65.704
8/24/2011,25.44,12.9266,3.5264,,149.6471,68.1558,,12.1522,0,66.4829
8/25/2011,26.08,13.2518,3.6151,,153.4118,69.8704,,12.4777,0,68.2633
8/26/2011,26.13,13.2773,3.622,,153.7059,70.0044,,12.5031,0,68.4024
8/29/2011,27.13,13.7854,3.7606,,159.5882,72.6835,,13.0116,0,71.1843
8/30/2011,27.06,13.7498,3.7509,,159.1765,72.4959,,12.976,0,70.9896
8/31/2011,26.84,13.638,3.7204,,157.8824,71.9065,,12.8641,0,70.3776
9/1/2011,25.68,13.0486,3.5597,,151.0588,68.7988,,12.2743,0,67.1506
